web_pages,state-province,domains,country,name,alpha_two_code
['http://www.psu.kz/'],,['psu.kz'],Kazakhstan,Pavlodar University,KZ
['http://www.sdu.edu.kz/'],,['sdu.edu.kz'],Kazakhstan,Suleyman Demirel University,KZ
['http://www.semgu.kz/'],,['semgu.kz'],Kazakhstan,Semey State University,KZ
['http://www.sgma.kz/'],,['sgma.kz'],Kazakhstan,Semey State Medical University,KZ
['http://www.turkistan.kz/'],,['turkistan.kz'],Kazakhstan,International Kazakh-Turkish University,KZ
['http://www.uib.kz/'],,['uib.kz'],Kazakhstan,University of International Business,KZ
['http://www.vkgu.kz/'],,['vkgu.kz'],Kazakhstan,East Kazakhstan State University,KZ
['http://www.wkau.kz/'],,['wkau.kz'],Kazakhstan,Western Kazakhstan Agricultural University,KZ
['http://www.zhezu.kz/'],,['zhezu.kz'],Kazakhstan,Zhezkazgan Baikonurov University,KZ
['http://www.zhgu.kz/'],,['zhgu.kz'],Kazakhstan,Zhetysu State University,KZ
['http://www.aiu.ac.ke/'],,['aiu.ac.ke'],Kenya,Africa International University,KE
['http://www.anu.ac.ke/'],,['anu.ac.ke'],Kenya,Africa Nazarene University,KE
['http://www.aua.ac.ke/'],,['aua.ac.ke'],Kenya,Adventist University of Africa,KE
['http://www.chuka.ac.ke/'],,['chuka.ac.ke'],Kenya,Chuka University,KE
['http://www.cuea.edu/'],,['cuea.edu'],Kenya,Catholic University of Eastern Africa,KE
['http://www.daystar.ac.ke/'],,['daystar.ac.ke'],Kenya,Daystar University,KE
['http://www.dkut.ac.ke/'],,['dkut.ac.ke'],Kenya,Dedan Kimathi University of Technology,KE
['http://www.egerton.ac.ke/'],,['egerton.ac.ke'],Kenya,Egerton University,KE
['http://www.gluk.ac.ke/'],,['gluk.ac.ke'],Kenya,Great Lakes University of Kisumu,KE
['http://www.gretsauniversity.ac.ke/'],,['gretsauniversity.ac.ke'],Kenya,Gretsa Universtiy,KE
['http://www.iu.ac.ke/'],,['iu.ac.ke'],Kenya,Inoorero University,KE
['http://www.jkuat.ac.ke/'],,['jkuat.ac.ke'],Kenya,Jomo Kenyatta University of Agriculture and Technology,KE
['http://www.jooust.ac.ke/'],,['jooust.ac.ke'],Kenya,Jaramogi Oginga Odinga University of Science and Technology,KE
['http://www.kabarak.ac.ke/'],,['kabarak.ac.ke'],Kenya,Kabarak University,KE
['http://www.kabianga.ac.ke/'],,['kabianga.ac.ke'],Kenya,University of Kabianga,KE
['http://www.karatinauniversity.ac.ke/'],,['karatinauniversity.ac.ke'],Kenya,Karatina University,KE
['http://www.kca.ac.ke/'],,['kca.ac.ke'],Kenya,Kenya College of Accountancy,KE
['http://www.kemu.ac.ke/'],,['kemu.ac.ke'],Kenya,Kenya Methodist University,KE
['http://www.kisiiuniversity.ac.ke/'],,['kisiiuniversity.ac.ke'],Kenya,Kisii University,KE
['http://www.kmtc.ac.ke/'],,['kmtc.ac.ke'],Kenya,Kenya Medical Training College,KE
['http://www.ku.ac.ke/'],,['ku.ac.ke'],Kenya,Kenyatta University,KE
['http://www.kwust.ac.ke/'],,['kwust.ac.ke'],Kenya,Kiriri Womens University of Science and Technology,KE
['http://www.laikipia.ac.ke/'],,['laikipia.ac.ke'],Kenya,Laikipia University,KE
['http://www.maseno.ac.ke/'],,['maseno.ac.ke'],Kenya,Maseno University,KE
['http://www.mku.ac.ke/'],,['mku.ac.ke'],Kenya,Mount Kenya University,KE
['http://www.mmarau.ac.ke/'],,['mmarau.ac.ke'],Kenya,Maasai Mara University,KE
['http://www.mmu.ac.ke/'],,['mmu.ac.ke'],Kenya,Multimedia University of Kenya,KE
['http://www.mmust.ac.ke/'],,['mmust.ac.ke'],Kenya,Masinde Muliro University of Science and Technology,KE
['http://www.mu.ac.ke/'],,['mu.ac.ke'],Kenya,Moi University,KE
['http://www.must.ac.ke/'],,['must.ac.ke'],Kenya,Meru University of Science and Technology,KE
['http://www.nibs.ac.ke/'],,['nibs.ac.ke'],Kenya,Nairobi Institute of Business Studies,KE
['http://www.ntti.ac.ke/'],,['ntti.ac.ke'],Kenya,Nairobi Technical Training Institute,KE
['http://www.pacuniversity.ac.ke/'],,['pacuniversity.ac.ke'],Kenya,Pan Africa Christian University,KE
['http://www.piu.ac.ke/'],,['piu.ac.ke'],Kenya,Pioneer International University,KE
['http://www.pu.ac.ke/'],,['pu.ac.ke'],Kenya,Pwani University,KE
['http://www.puea.ac.ke/'],,['puea.ac.ke'],Kenya,Presbyterian University of East Africa,KE
['http://www.riarauniversity.ac.ke/'],,['riarauniversity.ac.ke'],Kenya,Riara University School of Business and Law,KE
['http://www.scott.ac.ke/'],,['scott.ac.ke'],Kenya,Scott Christian University,KE
['http://www.seku.ac.ke/'],,['seku.ac.ke'],Kenya,South Eastern Kenya University,KE
['http://www.spu.ac.ke/'],,['spu.ac.ke'],Kenya,St. Pauls University,KE
['http://www.strathmore.edu/'],,['strathmore.edu'],Kenya,Strathmore University,KE
['http://www.tukenya.ac.ke/'],,['tukenya.ac.ke'],Kenya,Technical University of Kenya,KE
['http://www.tum.ac.ke/'],,['tum.ac.ke'],Kenya,Technical University of Mombasa,KE
['http://www.ueab.ac.ke/'],,['ueab.ac.ke'],Kenya,"University of Eastern Africa, Baraton",KE
['http://www.uoeld.ac.ke/'],,['uoeld.ac.ke'],Kenya,University of Eldoret,KE
['http://www.uonbi.ac.ke/'],,['uonbi.ac.ke'],Kenya,University of Nairobi,KE
['http://www.usiu.ac.ke/'],,['usiu.ac.ke'],Kenya,United States International University,KE
['http://www.uzimauniversity.ac.ke/'],,['uzimauniversity.ac.ke'],Kenya,Uzima University College,KE
['http://www.zetechcollege.com/'],,['zetechcollege.com'],Kenya,Zetech College,KE
['http://www.pust.net/'],,['pust.net'],"Korea, Democratic People's Republic of",Pyongyang University of Science and Technology,KP
['http://www.ajou.ac.kr/'],,['ajou.ac.kr'],"Korea, Republic of",Ajou University,KR
['http://www.andong.ac.kr/'],,['andong.ac.kr'],"Korea, Republic of",Andong National University,KR
['http://www.acts.ac.kr/'],,['acts.ac.kr'],"Korea, Republic of",Asian United Theological University,KR
['http://www.bu.ac.kr'],,['bu.ac.kr'],"Korea, Republic of",Baekseok University,KR
['http://www.bnue.ac.kr/'],,['bnue.ac.kr'],"Korea, Republic of",Busan National University of Education,KR
['http://www.bpu.ac.kr/'],,['bpu.ac.kr'],"Korea, Republic of",Busan Presbyterian University,KR
['http://www.bufs.ac.kr'],,['bufs.ac.kr'],"Korea, Republic of",Busan University of Foreign Studies,KR
['http://www.cataegu.ac.kr/'],,['cataegu.ac.kr'],"Korea, Republic of",Catholic University of Taegu-Hyosung,KR
['http://www.cau.ac.kr/'],,['cau.ac.kr'],"Korea, Republic of",Chung-Ang University,KR
['http://www.changwon.ac.kr/'],,['changwon.ac.kr'],"Korea, Republic of",Changwon National University,KR
['https://www.charusat.ac.in/'],,['charusat.ac.in'],India,Charotar University of Science and Technology,IN
['http://www.cheju.ac.kr/'],,['cheju.ac.kr'],"Korea, Republic of",Cheju National University,KR
['http://www.cheju-e.ac.kr/'],,['cheju-e.ac.kr'],"Korea, Republic of",Cheju National University of Education,KR
['http://www.chinju.ac.kr/'],,['chinju.ac.kr'],"Korea, Republic of",Chinju National University,KR
['http://www.chinju-e.ac.kr/'],,"['chinju-e.ac.kr', 'cue.ac.kr']","Korea, Republic of",Chinju National University of Education,KR
['http://www.chodang.ac.kr/'],,"['chodang.ac.kr', 'cdu.ac.kr']","Korea, Republic of",Chodang University,KR
['http://www.chonbuk.ac.kr/'],,['chonbuk.ac.kr'],"Korea, Republic of",Chonbuk National University,KR
['http://www.chongju.ac.kr/'],,['chongju.ac.kr'],"Korea, Republic of",Chongju University,KR
['http://www.chongju-e.ac.kr/'],,['chongju-e.ac.kr'],"Korea, Republic of",Chongju National University of Education,KR
['http://www.chonju-e.ac.kr/'],,['chonju-e.ac.kr'],"Korea, Republic of",Chonju National University of Education,KR
['http://www.chonnam.ac.kr/'],,"['chonnam.ac.kr', 'jnu.ac.kr']","Korea, Republic of",Chonnam National University,KR
['http://www.chosun.ac.kr/'],,['chosun.ac.kr'],"Korea, Republic of",Chosun University,KR
['http://www.chungbuk.ac.kr/'],,"['chungbuk.ac.kr', 'cbnu.ac.kr']","Korea, Republic of",Chungbuk National University,KR
['http://www.chungju.ac.kr/'],,['chungju.ac.kr'],"Korea, Republic of",Chung-Ju National University,KR
['http://www.chungnam.ac.kr/'],,"['chungnam.ac.kr', 'cnu.ac.kr']","Korea, Republic of",Chungnam National University,KR
['http://www.cnue-e.ac.kr/'],,['cnue-e.ac.kr'],"Korea, Republic of",Chunchon National University of Education,KR
['http://www.cuk.ac.kr/'],,['cuk.ac.kr'],"Korea, Republic of",Catholic University of Korea,KR
['http://www.cup.ac.kr/'],,['cup.ac.kr'],"Korea, Republic of",Catholic University of Pusan,KR
['http://www.cha.ac.kr'],,['cha.ac.kr'],"Korea, Republic of",CHA University,KR
['http://www.cju.ac.kr'],,['cju.ac.kr'],"Korea, Republic of",CHEONGJU UNIVERSITY,KR
['http://www.cku.ac.kr'],,['cku.ac.kr'],"Korea, Republic of",Catholic Kwandong University,KR
['http://www.cs.ac.kr/'],,['cs.ac.kr'],"Korea, Republic of",Changshin University,KR
['http://www.cje.ac.kr/'],,['cje.ac.kr'],"Korea, Republic of",Cheongju National University of Education,KR
['http://www.chongshin.ac.kr'],,['chongshin.ac.kr'],"Korea, Republic of",Chongshin University,KR
['http://www.chugye.ac.kr/'],,['chugye.ac.kr'],"Korea, Republic of",Chugye University for the Arts,KR
['http://www.cnue.ac.kr/'],,['cnue.ac.kr'],"Korea, Republic of",Chuncheon National University of Education,KR
['http://www.chungwoon.ac.kr'],,['chungwoon.ac.kr'],"Korea, Republic of",Chungwoon University,KR
['http://www.daebul.ac.kr/'],,['daebul.ac.kr'],"Korea, Republic of",Daebul University,KR
['http://www.dankook.ac.kr/'],,['dankook.ac.kr'],"Korea, Republic of",Dankook University,KR
['http://www.donga.ac.kr/'],,['donga.ac.kr'],"Korea, Republic of",Dong-A University,KR
['http://www.dongduk.ac.kr/'],,['dongduk.ac.kr'],"Korea, Republic of",Dongduk Women's University,KR
['http://www.dongeui.ac.kr/'],,['dongeui.ac.kr'],"Korea, Republic of",Dong Eui University,KR
['http://www.dongguk.ac.kr/'],,"['dongguk.ac.kr', 'dongguk.edu']","Korea, Republic of",Dongguk University,KR
['http://www.dongseo.ac.kr/'],,['dongseo.ac.kr'],"Korea, Republic of",Dongseo University,KR
['http://www.dongshinu.ac.kr/'],,"['dongshinu.ac.kr', 'dsu.ac.kr']","Korea, Republic of",Dongshin University,KR
['http://www.duksung.ac.kr/'],,['duksung.ac.kr'],"Korea, Republic of",Duksung Women's University,KR
['http://www.dytc.ac.kr/'],,['dytc.ac.kr'],"Korea, Republic of",Dong Yang University of Technology,KR
['http://www.tau.ac.kr/'],,['tau.ac.kr'],"Korea, Republic of",Daegu Arts University,KR
['http://www.dgist.ac.kr/'],,['dgist.ac.kr'],"Korea, Republic of",Daegu Gyeongbuk Institute of Science and Technology,KR
['http://www.dhu.ac.kr'],,['dhu.ac.kr'],"Korea, Republic of",Daegu Haany University,KR
['http://www.dnue.ac.kr/'],,['dnue.ac.kr'],"Korea, Republic of",Daegu National University of Education,KR
['http://www.daegu.ac.kr/'],,['daegu.ac.kr'],"Korea, Republic of",Daegu University,KR
['http://www.dufs.ac.kr/'],,['dufs.ac.kr'],"Korea, Republic of",Daegu University of Foreign Studies,KR
['http://www.dcatholic.ac.kr/'],,['dcatholic.ac.kr'],"Korea, Republic of",Daejeon Catholic University,KR
['http://www.daejeon.ac.kr/'],,['daejeon.ac.kr'],"Korea, Republic of",Daejeon Theological University,KR
['http://www.dju.ac.kr/'],,['dju.ac.kr'],"Korea, Republic of",Daejeon University,KR
['http://www.daejin.ac.kr'],,['daejin.ac.kr'],"Korea, Republic of",Daejin University,KR
['http://www.daeshin.ac.kr/'],,['daeshin.ac.kr'],"Korea, Republic of",Daeshin University,KR
['http://www.deu.ac.kr'],,['deu.ac.kr'],"Korea, Republic of",Dong-Eui University,KR
['http://www.dyu.ac.kr/'],,['dyu.ac.kr'],"Korea, Republic of",Dongyang University,KR
['http://www.ewha.ac.kr/'],,['ewha.ac.kr'],"Korea, Republic of",Ewha Womans University,KR
['http://www.eulji.ac.kr/'],,['eulji.ac.kr'],"Korea, Republic of",Eulji University,KR
['http://www.kdu.ac.kr/'],,['kdu.ac.kr'],"Korea, Republic of",Far East University,KR
['http://www.gachon.ac.kr/'],,['gachon.ac.kr'],"Korea, Republic of",Gachon University,KR
['http://www.gwnu.ac.kr/'],,['gwnu.ac.kr'],"Korea, Republic of",Gangneung-Wonju National University,KR
['http://www.ggu.ac.kr'],,['ggu.ac.kr'],"Korea, Republic of",Geumgang University,KR
['http://www.gimcheon.ac.kr/'],,['gimcheon.ac.kr'],"Korea, Republic of",Gimcheon University,KR
['http://www.gjue.ac.kr'],,['gjue.ac.kr'],"Korea, Republic of",Gongju National University of Education,KR
['http://www.gjcatholic.ac.kr/'],,['gjcatholic.ac.kr'],"Korea, Republic of",Gwangju Catholic University,KR
['http://www.gist.ac.kr/'],,['gist.ac.kr'],"Korea, Republic of",Gwangju Institute of Science and Technology,KR
['http://www.gnue.ac.kr/'],,['gnue.ac.kr'],"Korea, Republic of",Gwangju National University of Education,KR
['http://www.ginue.ac.kr/'],,['ginue.ac.kr'],"Korea, Republic of",Gyeongin National University of Education,KR
['http://www.gntech.ac.kr'],,['gntech.ac.kr'],"Korea, Republic of",Gyeongnam National University of Science and Technology,KR
['http://www.gsnu.ac.kr/'],,"['gsnu.ac.kr', 'gnu.ac.kr']","Korea, Republic of",Gyeongsang National University,KR
['http://www.hallym.ac.kr/'],,['hallym.ac.kr'],"Korea, Republic of",Hallym University,KR
['http://www.hangkong.ac.kr/'],,['hangkong.ac.kr'],"Korea, Republic of",Hankuk Aviation University,KR
['http://www.hannam.ac.kr/'],,['hannam.ac.kr'],"Korea, Republic of",Hannam University,KR
['http://www.hansei.ac.kr/'],,['hansei.ac.kr'],"Korea, Republic of",Hansei University,KR
['http://www.hanseo.ac.kr/'],,['hanseo.ac.kr'],"Korea, Republic of",Hanseo University,KR
['http://www.hanshin.ac.kr/'],,"['hanshin.ac.kr', 'hs.ac.kr']","Korea, Republic of",Hanshin University,KR
['http://www.hansung.ac.kr/'],,['hansung.ac.kr'],"Korea, Republic of",Hansung University Seoul,KR
['http://www.hanyang.ac.kr/'],,['hanyang.ac.kr'],"Korea, Republic of",Hanyang University,KR
['http://www.hknu.ac.kr/'],,['hknu.ac.kr'],"Korea, Republic of",Hankyong National University,KR
['http://www.honam.ac.kr/'],,['honam.ac.kr'],"Korea, Republic of",Honam University,KR
['http://www.hongik.ac.kr/'],,['hongik.ac.kr'],"Korea, Republic of",Hongik University,KR
['http://www.hoseo.ac.kr/'],,['hoseo.ac.kr'],"Korea, Republic of",Hoseo University,KR
['http://www.howon.ac.kr/'],,['howon.ac.kr'],"Korea, Republic of",Chonbuk Sanup University of Technology (Howon University),KR
['http://www.hufs.ac.kr/'],,['hufs.ac.kr'],"Korea, Republic of",Hankuk University of Foreign Studies,KR
['http://www.hyupsung.ac.kr/'],,"['hyupsung.ac.kr', 'uhs.ac.kr']","Korea, Republic of",Hyupsung University,KR
['http://www.halla.ac.kr/'],,['halla.ac.kr'],"Korea, Republic of",Halla University,KR
['http://www.hanbat.ac.kr/'],,['hanbat.ac.kr'],"Korea, Republic of",Hanbat National University,KR
['http://www.handong.edu'],,['handong.edu'],"Korea, Republic of",Handong Global University,KR
['http://www.hanil.ac.kr/'],,['hanil.ac.kr'],"Korea, Republic of",Hanil University and Presbyterian Theological Seminary,KR
['http://www.hanlyo.ac.kr/'],,['hanlyo.ac.kr'],"Korea, Republic of",Hanlyo University,KR
['http://www.hanzhong.ac.kr/'],,['hanzhong.ac.kr'],"Korea, Republic of",Hanzhong University,KR
['http://www.htus.ac.kr/'],,['htus.ac.kr'],"Korea, Republic of",Honam Theological University and Seminary,KR
['http://www.iccu.ac.kr/'],,['iccu.ac.kr'],"Korea, Republic of",Incheon Catholic University,KR
['https://inu.ac.kr/'],,['inu.ac.kr'],"Korea, Republic of",Incheon National University,KR
['http://www.iuk.ac.kr/'],,['iuk.ac.kr'],"Korea, Republic of",International University of Korea,KR
['http://www.icu.ac.kr/'],,['icu.ac.kr'],"Korea, Republic of",Information and Communications University,KR
['http://www.inchon.ac.kr/'],,['inchon.ac.kr'],"Korea, Republic of",Inchon University,KR
['http://www.inchon-e.ac.kr/'],,['inchon-e.ac.kr'],"Korea, Republic of",Inchon National University of Education,KR
['http://www.inha.ac.kr/'],,['inha.ac.kr'],"Korea, Republic of",Inha University,KR
['http://www.inje.ac.kr/'],,['inje.ac.kr'],"Korea, Republic of",Inje University,KR
['http://www.jeonju.ac.kr/'],,"['jeonju.ac.kr', 'jj.ac.kr']","Korea, Republic of",Jeonju University,KR
['http://www.jeju.ac.kr/'],,['jeju.ac.kr'],"Korea, Republic of",Jeju International University,KR
['http://www.jejunu.ac.kr'],,['jejunu.ac.kr'],"Korea, Republic of",Jeju National University,KR
['http://www.jnue.ac.kr/'],,['jnue.ac.kr'],"Korea, Republic of",Jeonju National University of Education,KR
['http://www.jesus.ac.kr/'],,['jesus.ac.kr'],"Korea, Republic of",Jesus University,KR
['http://www.sangha.ac.kr/'],,['sangha.ac.kr'],"Korea, Republic of",Joong-Ang Sangha University,KR
['http://www.joongbu.ac.kr'],,['joongbu.ac.kr'],"Korea, Republic of",Joongbu University,KR
['http://www.jwu.ac.kr'],,['jwu.ac.kr'],"Korea, Republic of",Jungwon University,KR
['http://www.kaist.ac.kr/'],,"['kaist.ac.kr', 'kaist.edu']","Korea, Republic of",Korea Advanced Institute of Science & Technology,KR
['http://www.kangnam.ac.kr/'],,['kangnam.ac.kr'],"Korea, Republic of",Kangnam University,KR
['http://www.kangnung.ac.kr/'],,['kangnung.ac.kr'],"Korea, Republic of",Kangnung National University,KR
['http://www.kangwon.ac.kr/'],,['kangwon.ac.kr'],"Korea, Republic of",Kangwon National University,KR
['http://www.kaya.ac.kr/'],,['kaya.ac.kr'],"Korea, Republic of",Kaya University,KR
['http://www.kdischool.ac.kr/'],,['kdischool.ac.kr'],"Korea, Republic of",KDI School of Public Policy and Management,KR
['http://www.keimyung.ac.kr/'],,"['keimyung.ac.kr', 'kmu.ac.kr']","Korea, Republic of",Keimyung University,KR
['http://www.kmaritime.ac.kr/'],,['kmaritime.ac.kr'],"Korea, Republic of",Korea Maritime University,KR
['http://www.knou.ac.kr/'],,['knou.ac.kr'],"Korea, Republic of",Korea National Open University,KR
['http://www.knua.ac.kr/'],,"['knua.ac.kr', 'karts.ac.kr']","Korea, Republic of",Korea National University of Arts,KR
['http://www.knue.ac.kr/'],,['knue.ac.kr'],"Korea, Republic of",Korea National University of Education,KR
['http://www.knupe.ac.kr/'],,['knupe.ac.kr'],"Korea, Republic of",Korea National University of Physical Education,KR
['http://www.kongju-e.ac.kr/'],,['kongju-e.ac.kr'],"Korea, Republic of",Kongju National University of Education,KR
['http://www.konkuk.ac.kr/'],,['konkuk.ac.kr'],"Korea, Republic of",Konkuk University,KR
['http://www.konyang.ac.kr/'],,['konyang.ac.kr'],"Korea, Republic of",Konyang University,KR
['http://www.kookmin.ac.kr/'],,['kookmin.ac.kr'],"Korea, Republic of",Kookmin University,KR
['http://www.korea.ac.kr/'],,['korea.ac.kr'],"Korea, Republic of",Korea University,KR
['http://www.kosin.ac.kr/'],,['kosin.ac.kr'],"Korea, Republic of",Kosin University,KR
['http://www.kumoh.ac.kr/'],,['kumoh.ac.kr'],"Korea, Republic of",Kumoh National University of Technology,KR
['http://www.kunsan.ac.kr/'],,['kunsan.ac.kr'],"Korea, Republic of",Kunsan National University,KR
['http://www.kwandong.ac.kr/'],,['kwandong.ac.kr'],"Korea, Republic of",Kwan Dong University,KR
['http://www.kwangju.ac.kr/'],,"['kwangju.ac.kr', 'gwangju.ac.kr']","Korea, Republic of",Kwangju University,KR
['http://www.kwangju-e.ac.kr/'],,['kwangju-e.ac.kr'],"Korea, Republic of",Kwangju National University of Education,KR
['http://www.kwangwoon.ac.kr/'],,"['kwangwoon.ac.kr', 'kw.ac.kr']","Korea, Republic of",Kwangwoon University,KR
['http://www.kyonggi.ac.kr/'],,['kyonggi.ac.kr'],"Korea, Republic of",Kyonggi University,KR
['http://www.kyongju.ac.kr/'],,"['kyongju.ac.kr', 'kongju.ac.kr']","Korea, Republic of",Kongju National University,KR
['http://www.kyunghee.ac.kr/'],,['kyunghee.ac.kr'],"Korea, Republic of",Kyunghee University,KR
['http://www.kyungil.ac.kr/'],,"['kyungil.ac.kr', 'kiu.ac.kr']","Korea, Republic of",Kyungil University,KR
['http://www.kyungnam.ac.kr/'],,['kyungnam.ac.kr'],"Korea, Republic of",Kyungnam University,KR
['http://www.kyungpook.ac.kr/'],,['kyungpook.ac.kr'],"Korea, Republic of",Kyungpook National University,KR
['http://www.kyungsung.ac.kr/'],,"['kyungsung.ac.kr', 'ks.ac.kr']","Korea, Republic of",Kyungsung University,KR
['http://www.kyungwon.ac.kr/'],,['kyungwon.ac.kr'],"Korea, Republic of",Kyungwon University,KR
['http://www.kcu.ac.kr/'],,['kcu.ac.kr'],"Korea, Republic of",KC University,KR
['http://www.kkot.ac.kr/'],,['kkot.ac.kr'],"Korea, Republic of",Kkottongnae University,KR
['http://www.kau.ac.kr'],,['kau.ac.kr'],"Korea, Republic of",Korea Aerospace University,KR
['http://www.kafna.ac.kr'],,['kafna.ac.kr'],"Korea, Republic of",Korea Armed Forces Nursing Academy,KR
['http://www.kbtus.ac.kr/'],,['kbtus.ac.kr'],"Korea, Republic of",Korea Baptist Theological University and Seminary,KR
['http://www.kmou.ac.kr'],,['kmou.ac.kr'],"Korea, Republic of",Korea Maritime and Ocean University,KR
['http://www.kma.ac.kr/'],,['kma.ac.kr'],"Korea, Republic of",Korea Military Academy,KR
['http://www.knsu.ac.kr'],,['knsu.ac.kr'],"Korea, Republic of",Korea National Sport University,KR
['http://www.nuch.ac.kr'],,['nuch.ac.kr'],"Korea, Republic of",Korea National University of Cultural Heritage,KR
['http://www.kornu.ac.kr/'],,['kornu.ac.kr'],"Korea, Republic of",Korea Nazarene University,KR
['http://www.kpu.ac.kr/'],,['kpu.ac.kr'],"Korea, Republic of",Korea Polytechnic University,KR
['http://www.koreatech.ac.kr'],,['koreatech.ac.kr'],"Korea, Republic of",Korea University of Technology and Education,KR
['http://www.bible.ac.kr/'],,['bible.ac.kr'],"Korea, Republic of",Korean Bible University,KR
