CourseID,ProviderID,CourseName,Accreditation,AccrediationDate,AccreditationStatusDate,AccreditationStatus,Years,LOTE
CRS1200404,PRV12034,Master of Education,Inactive,6/06/2014,20/05/2025,Expired,Not Applicable,No
CRS1200405,PRV12034,Masters of Educational Leadership (formerly Master of Education (Leadership)),Inactive,6/06/2014,20/05/2025,Expired,Not Applicable,No
CRS1200406,PRV12034,Graduate Diploma of Education,Inactive,6/06/2014,20/05/2025,Expired,Not Applicable,No
CRS1200407,PRV12034,Bachelor of Education (Conversion),Inactive,22/08/2013,31/12/2014,Expired,Not Applicable,No
CRS1200408,PRV12034,Master of Counselling,Inactive,28/08/2014,20/05/2025,Expired,Not Applicable,No
CRS1200409,PRV12034,Graduate Diploma of Counselling,Inactive,28/08/2014,20/05/2025,Expired,Not Applicable,No
CRS1200410,PRV12034,Graduate Certificate of Counselling,Inactive,28/08/2014,20/05/2025,Expired,Not Applicable,No
CRS1200411,PRV12034,Graduate Diploma of Education (Secondary),Inactive,21/10/2014,31/12/2015,Expired,Not Applicable,No
CRS1200412,PRV12034,Master of Teaching (Secondary),Inactive,28/11/2014,26/02/2019,Withdrawn,Not Applicable,No
CRS1200413,PRV12035,Master of Arts (Applied Buddhist Studies),Active,21/04/2023,21/04/2030,Accredited,7 years - maximum allowable period,No
CRS1200414,PRV12035,Graduate Diploma in Applied Buddhist Studies,Active,21/04/2023,21/04/2030,Accredited,7 years - maximum allowable period,No
CRS1200415,PRV12035,Graduate Certificate in Applied Buddhist Studies,Active,21/04/2023,21/04/2030,Accredited,7 years - maximum allowable period,No
CRS1200419,PRV12036,Bachelor of Fine Art,Active,18/08/2015,18/08/2025,Accredited,7 years - maximum allowable period and extended for a further 3 years,No
CRS1200420,PRV12036,Bachelor of Fine Art Honours,Inactive,1/07/2010,30/06/2015,Expired,Not Applicable,No
CRS1200421,PRV12036,Master of Fine Art (Research) (formerly Master of Fine Art),Inactive,21/08/2015,31/01/2018,Expired,Not Applicable,No
CRS1200425,PRV12038,Diploma of Business and Commerce,Inactive,8/06/2016,9/06/2021,Provider Registration Withdrawn,Not Applicable,No
CRS1200426,PRV12038,Diploma of Engineering,Inactive,8/06/2016,9/06/2021,Provider Registration Withdrawn,Not Applicable,No
CRS1200427,PRV12038,Diploma of Information Technology,Inactive,8/06/2016,9/06/2021,Provider Registration Withdrawn,Not Applicable,No
CRS1200428,PRV12038,Diploma of Media and Communication,Inactive,8/06/2016,9/06/2021,Provider Registration Withdrawn,Not Applicable,No
CRS1200433,PRV12039,Associate Degree of Visual Communication,Inactive,10/03/2016,31/03/2019,Expired,Not Applicable,No
CRS1200434,PRV12039,Bachelor of Arts (Visual Communication),Inactive,10/03/2016,31/12/2019,Provider Registration Withdrawn,Not Applicable,No
CRS1200435,PRV12039,Master of Design,Inactive,18/06/2007,16/03/2016,Expired,Not Applicable,No
CRS1200436,PRV12039,Associate Degree of Design,Inactive,10/03/2016,31/03/2019,Expired,Not Applicable,No
CRS1200437,PRV12039,Bachelor of Design,Inactive,10/03/2016,31/12/2019,Provider Registration Withdrawn,Not Applicable,No
CRS1200438,PRV12039,Bachelor of Commerce,Inactive,1/01/2008,16/03/2016,Expired,Not Applicable,No
CRS1200439,PRV12039,Associate Degree of Commerce,Inactive,1/01/2008,16/03/2016,Expired,Not Applicable,No
CRS1200440,PRV12039,Master of Commerce,Inactive,1/01/2008,16/03/2016,Expired,Not Applicable,No
CRS1200441,PRV12039,Graduate Diploma of Commerce,Inactive,1/01/2008,16/03/2016,Expired,Not Applicable,No
CRS1200442,PRV12039,Graduate Certificate in Commerce,Inactive,1/01/2008,16/03/2016,Expired,Not Applicable,No
CRS1200443,PRV12039,Bachelor of Accountancy,Inactive,21/12/2009,16/03/2016,Expired,Not Applicable,No
CRS1200444,PRV12040,Graduate Certificate in Clinical Supervision,Inactive,1/07/2004,30/06/2014,Expired,Not Applicable,No
CRS1200445,PRV12040,Graduate Certificate in Mediation,Inactive,1/07/2004,30/06/2014,Expired,Not Applicable,No
CRS1200448,PRV12040,Graduate Diploma of Couple and Family Therapy,Inactive,19/12/2013,31/12/2014,Expired,Not Applicable,No
CRS1200449,PRV12041,Bachelor of Business Administration,Inactive,12/03/2015,12/06/2021,Expired,Not Applicable,No
CRS1200450,PRV12041,Master of Business Administration (Global),Inactive,12/03/2015,12/06/2021,Expired,Not Applicable,No
CRS1200451,PRV12041,Master of Business Administration (Executive),Inactive,12/03/2015,12/06/2021,Expired,Not Applicable,No
CRS1200452,PRV12041,Master of Global Business,Inactive,29/01/2012,8/12/2016,Expired,Not Applicable,No
CRS1200454,PRV12042,Bachelor of Audio (Studio Production),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1200455,PRV12042,Diploma of Audio Production,Inactive,25/02/2008,24/02/2013,Expired,Not Applicable,No
CRS1200457,PRV12042,Diploma of Film Production,Inactive,,24/02/2013,Expired,Not Applicable,No
CRS1200458,PRV12042,Bachelor of Interactive Entertainment,Inactive,12/09/2013,31/12/2014,Expired,Not Applicable,No
CRS1200459,PRV12042,Bachelor of Creative Media,Inactive,12/09/2013,31/12/2014,Expired,Not Applicable,No
CRS1200460,PRV12044,Diploma of Business,Inactive,17/10/2013,17/10/2020,Expired,Not Applicable,No
CRS1200461,PRV12044,Diploma of Information Technology,Inactive,17/10/2013,15/05/2014,Withdrawn,Not Applicable,No
CRS1200462,PRV12045,Doctor of Philosophy,Inactive,30/01/2014,30/01/2021,Expired,Not Applicable,No
CRS1200463,PRV12045,Doctor of Theology,Inactive,30/01/2014,30/01/2021,Expired,Not Applicable,No
CRS1200465,PRV12045,Graduate Diploma of Arts,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200466,PRV12045,Master of Arts,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200467,PRV12045,Master of Arts (Honours),Inactive,1/01/2003,30/01/2014,Withdrawn,Not Applicable,No
CRS1200468,PRV12045,Master of Divinity,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200469,PRV12045,Master of Theology,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200470,PRV12045,Master of Philosophy (formerly Master of Theology (Honours)),Inactive,30/01/2014,30/01/2021,Expired,Not Applicable,No
CRS1200472,PRV12045,Doctor of Ministry,Inactive,30/01/2014,30/01/2021,Expired,Not Applicable,No
CRS1200475,PRV12045,Bachelor of Theology,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200476,PRV12045,Bachelor of Theology (Honours),Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200478,PRV12045,Diploma of Theology,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200479,PRV12045,Graduate Certificate in Arts,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200480,PRV12045,Bachelor of Theology (Korean),Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,Korean
CRS1200481,PRV12045,Diploma of Christian Studies,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200482,PRV12045,Associate Degree of Christian Thought and Practice,Inactive,14/11/2013,14/11/2020,Expired,Not Applicable,No
CRS1200486,PRV12046,Advanced Diploma of Business Administration,Inactive,22/05/2014,22/08/2018,Withdrawn,Not Applicable,No
CRS1200487,PRV12046,Advanced Diploma of Commerce,Inactive,22/05/2014,22/08/2018,Withdrawn,Not Applicable,No
CRS1200488,PRV12046,Advanced Diploma of Information Technology (formerly Advanced Diploma of Computing),Inactive,22/05/2014,22/08/2018,Withdrawn,Not Applicable,No
CRS1200490,PRV12046,Diploma of Business Administration,Active,2/09/2024,26/05/2026,Course in teach out,1 years and 9 months,No
CRS1200491,PRV12046,Diploma of Commerce,Inactive,22/05/2014,22/05/2024,Expired,Not Applicable,No
CRS1200492,PRV12046,Diploma of Information Technology (formerly Diploma of Computing),Active,2/09/2024,26/05/2026,Course in teach out,1 years and 9 months,No
CRS1200493,PRV12046,Diploma of Information Systems,Inactive,1/05/2004,30/06/2014,Expired,Not Applicable,No
CRS1200494,PRV12046,Diploma of Media and Communication (formerly Diploma of Communication),Active,2/09/2024,26/05/2026,Course in teach out,1 years and 9 months,No
CRS1200495,PRV12046,Diploma of Arts,Inactive,22/05/2014,22/05/2024,Expired,Not Applicable,No
CRS1200501,PRV12046,Associate Degree in Business,Inactive,22/05/2014,22/08/2018,Withdrawn,Not Applicable,No
CRS1200502,PRV12046,Diploma of Engineering (formerly Diploma of Electronic Engineering),Inactive,22/05/2014,22/05/2021,Expired,Not Applicable,No
CRS1200504,PRV12177,Bachelor of Traditional Chinese Medicine,Active,24/02/2021,24/02/2028,Accredited,7 years - maximum allowable period,No
CRS1200505,PRV12047,Bachelor of Counselling (formerly Bachelor of Social Science),Active,24/11/2021,24/11/2028,Accredited,7 years - maximum allowable period,No
CRS1200506,PRV12047,Bachelor of Ministry,Active,24/11/2021,24/11/2028,Accredited,7 years - maximum allowable period,No
CRS1200507,PRV12047,Bachelor of Theology,Active,24/11/2021,24/11/2028,Accredited,7 years - maximum allowable period,No
CRS1200508,PRV12047,Associate Degree of Counselling (formerly Associate Degree of Social Science),Active,24/11/2021,24/11/2028,Accredited,7 years - maximum allowable period,No
CRS1200509,PRV12047,Associate Degree of Ministry,Active,24/11/2021,24/11/2028,Accredited,7 years - maximum allowable period,No
CRS1200510,PRV12047,Associate Degree of Theology,Inactive,12/02/2009,31/12/2013,Expired,Not Applicable,No
CRS1200523,PRV12049,Bachelor of Interior Design (formerly Bachelor of Design (Interior Design)),Active,7/03/2023,7/03/2030,Accredited,7 years - maximum allowable period,No
CRS1200524,PRV12049,Bachelor of Early Childhood Education and Care (Birth-5),Active,14/04/2023,14/04/2030,Accredited,7 years - maximum allowable period,No
CRS1200525,PRV12049,Bachelor of 3D Art and Animation,Active,2/08/2023,2/08/2030,Accredited,7 years - maximum allowable period,No
CRS1200526,PRV12049,Associate Degree of 3D Art and Animation,Active,2/08/2023,2/08/2030,Accredited,7 years - maximum allowable period,No
CRS1200528,PRV12049,Bachelor of Applied Finance (Financial Planning),Inactive,5/12/2016,5/12/2020,Expired,Not Applicable,No
CRS1200529,PRV12049,Bachelor of Information Technology (Cyber & Network Security),Active,23/02/2024,23/02/2031,Accredited,7 years - maximum allowable period,No
CRS1200530,PRV12049,Associate Degree of Accounting,Inactive,4/05/2017,5/12/2020,Expired,Not Applicable,No
CRS1200531,PRV12049,Diploma of Accounting,Inactive,4/05/2017,5/12/2020,Expired,Not Applicable,No
CRS1200534,PRV12050,Diploma of Music,Inactive,22/08/2013,31/08/2021,Expired,Not Applicable,No
CRS1200536,PRV12050,Not renewed - Graduate Certificate in Arts Management,Inactive,N/A,N/A,Renewal Rejected,Not Applicable,No
CRS1200537,PRV12050,Graduate Certificate in Music,Inactive,17/04/2024,31/12/2024,Expired,Not Applicable,No
CRS1200538,PRV12050,Not renewed - Graduate Diploma of Arts Management,Inactive,N/A,N/A,Renewal Rejected,Not Applicable,No
CRS1200539,PRV12050,Graduate Diploma of Music,Inactive,17/04/2024,31/12/2024,Expired,Not Applicable,No
CRS1200540,PRV12050,Not renewed - Master of Arts Management,Inactive,N/A,N/A,Renewal Rejected,Not Applicable,No
CRS1200541,PRV12050,Master of Music,Inactive,17/04/2024,31/12/2024,Expired,Not Applicable,No
CRS1200543,PRV12050,Bachelor of Performance,Inactive,7/08/2014,7/08/2022,Expired,Not Applicable,No
CRS1200544,PRV12050,Bachelor of Entertainment Management,Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200545,PRV12050,Bachelor of Music (Contemporary),Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200546,PRV12050,Bachelor of Music (Classical),Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200547,PRV12050,Bachelor of Music (Music Theatre),Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200548,PRV12050,Bachelor of Music (Composition and Music Production),Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200549,PRV12050,Bachelor of Music (Audio),Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200550,PRV12050,Bachelor of Music (Arts Management),Active,23/05/2024,31/12/2025,Course in teach out,1 years and 8 months,No
CRS1200551,PRV12051,Bachelor of Business,Active,14/12/2022,14/12/2029,Accredited,7 years - maximum allowable period,
CRS1200552,PRV12051,Bachelor of Accounting (formerly Bachelor of Business (Accelerated)),Active,14/12/2022,14/12/2029,Accredited,7 years - maximum allowable period,No
CRS1200553,PRV12182,Graduate Certificate in Internal Auditing,Active,28/09/2017,28/09/2024,Pending Renewal,7 years - maximum allowable period,No
CRS1200555,PRV12025,Diploma of Event Management (formerly Diploma of Events Management),Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200556,PRV12025,Diploma of Hospitality Management,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200557,PRV12025,Diploma of International Tourism,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200558,PRV12025,Associate Degree of Business,Inactive,12/03/2007,1/01/2013,Expired,Not Applicable,No
CRS1200559,PRV12025,Bachelor of Hospitality Management,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200560,PRV12025,Bachelor of International Tourism,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200561,PRV12025,Bachelor of Event Management (formerly Bachelor of Events Management),Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200562,PRV12025,"Bachelor of Property (Development, Investment and Valuation) (formerly Bachelor of Property Services Management)",Inactive,4/09/2014,31/12/2022,Expired,Not Applicable,No
CRS1200563,PRV12025,Bachelor of Retail Services Management,Inactive,22/06/2009,21/06/2014,Expired,Not Applicable,No
CRS1200564,PRV12025,Bachelor of Sports Management,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200565,PRV12025,Bachelor of Business Management,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200566,PRV12025,Diploma of Property Management,Inactive,4/09/2014,31/12/2022,Expired,Not Applicable,No
CRS1200567,PRV12025,Diploma of Retail Management,Inactive,1/01/2011,21/06/2014,Expired,Not Applicable,No
CRS1200568,PRV12025,Diploma of Sports Management,Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200569,PRV12025,Diploma of Applied Business Management (formerly Diploma of Business Management),Inactive,18/12/2019,1/06/2022,Expired,Not Applicable,No
CRS1200579,PRV12052,Bachelor of Dramatic Art (Acting),Inactive,15/12/2014,31/12/2017,Expired,Not Applicable,No
CRS1200580,PRV12052,Bachelor of Dramatic Art (Design),Inactive,15/12/2014,31/12/2017,Expired,Not Applicable,No
CRS1200581,PRV12052,Bachelor of Dramatic Art (Production),Inactive,15/12/2014,31/12/2017,Expired,Not Applicable,No
CRS1200584,PRV12052,Bachelor of Dramatic Art (Costume),Inactive,15/12/2014,31/12/2017,Expired,Not Applicable,No
CRS1200585,PRV12052,Bachelor of Dramatic Art (Properties),Inactive,15/12/2014,31/12/2017,Expired,Not Applicable,No
CRS1200586,PRV12052,Bachelor of Dramatic Art (Staging),Inactive,15/12/2014,31/12/2017,Expired,Not Applicable,No
CRS1200587,PRV12053,Graduate Certificate in Mental Health (Older Person),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200588,PRV12053,Graduate Diploma of Mental Health (Adult),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200589,PRV12053,Graduate Certificate in  Mental Health (Adolescent),Inactive,31/05/2012,31/12/2016,Expired,Not Applicable,No
CRS1200590,PRV12053,Graduate Certificate in Mental Health (Adult),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200591,PRV12053,Graduate Certificate in Mental Health (Child and Adolescent),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200592,PRV12053,Graduate Certificate in Mental Health (General Practitioner),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200594,PRV12053,Graduate Diploma of Mental Health (Perinatal and Infant),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200595,PRV12053,Graduate Diploma of Mental Health (Older Person),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200596,PRV12053,Graduate Diploma of Mental Health (Child and Adolescent),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200597,PRV12053,Graduate Diploma of Mental Health (General Practitioner),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
CRS1200599,PRV12053,Master of Mental Health (Perinatal and Infant),Inactive,1/07/2006,31/12/2016,Expired,Not Applicable,No
